transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum
3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11.3	12.0	5.0	oui	sombre	lisse	NA	0.80	
3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.2	12.5	4.9	non	sombre	lisse	NA	0.76	
5	0	0	0	0	0	0	0	0	10	0	5	Thalap	20.3	12.4	4.1	non	sombre	lisse	non	1.81	
5	0	0	0	0	0	0	0	0	10	0	5	Thalap	20.2	12.3	5.3	non	sombre	lisse	non	1.81	
5	0	0	0	0	0	0	0	0	10	0	5	Thalap	22.5	15.1	5.4	non	sombre	lisse	non	2.49	
5	0	0	0	0	0	0	0	0	10	0	5	Thalap	18.4	11.4	12.1	non	sombre	lisse	non	1.39	
5	0	0	0	0	0	0	0	0	10	0	5	Thalap	12.1	9.1	3.9	non	sombre	lisse	non	0.39	
5	0	0	0	0	0	0	0	0	10	0	5	Litlit	12.5	14.3	5.3	non	sombre	lisse	oui	2.05	
5	0	0	0	0	0	0	0	0	10	0	5	Litlit	10.3	13.7	5.6	non	sombre	lisse	non	1.85	
5	0	0	0	0	0	0	0	0	10	0	5	Litlit	10.7	17.0	5.2	non	sombre	lisse	non	2.06	
5	0	0	0	0	0	0	0	0	10	0	5	Gibsp.	8.0	11.7	4.9	non	sombre	lisse	non	0.91	
5	0	0	0	0	0	0	0	0	10	0	5	Gibsp.	9.9	13.3	4.7	non	sombre	lisse	non	1.12	
5	0	0	0	0	0	0	0	0	10	0	5	Gibsp.	7.8	12.3	4.8	non	sombre	lisse	non	0.84	
2	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	8.0	11.7	6.3	non	sombre	lisse	oui	0.74	
2	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.3	10.9	5.7	non	sombre	lisse	non	0.74	
2	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.5	11.8	6.0	non	sombre	lisse	non	0.76	
2	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	6.5	10.4	6.0	non	sombre	lisse	non	0.50	
2	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.4	10.3	7.2	non	sombre	lisse	non	0.67	
2	0	0	0	0	0	0	0	0	9	0	0	Litlit	15.5	12.7	5.4	non	sombre	lisse	non	1.27	
2	0	0	0	0	0	0	0	0	9	0	0	Litlit	20.4	16.2	7.9	non	sombre	lisse	non	3.02	
3	0	0	0	0	0	0	0	0	12	0	0	Gibsp.	7.6	11.1	6.5	non	sombre	lisse	oui	0.73	
3	0	0	0	0	0	0	0	0	12	0	0	Gibsp.	12.6	10.4	5.1	non	sombre	lisse	non	0.64	
3	0	0	0	0	0	0	0	0	12	0	0	Gibsp.	5.1	10.4	5.6	non	sombre	lisse	non	0.51	
3	0	0	0	0	0	0	0	0	12	0	0	Gibsp.	7.4	10.8	5.4	non	sombre	lisse	non	0.71	
3	0	0	0	0	0	0	0	0	12	0	0	Gibsp.	5.5	11.8	4.8	non	sombre	lisse	non	0.59	
3	0	0	0	0	0	0	0	0	12	0	0	Litlit	12.5	14.6	6.4	non	sombre	lisse	non	2.11	
3	0	0	0	0	0	0	0	0	12	0	0	Litlit	6.8	6.0	2.8	non	sombre	lisse	non	0.24	
3	0	0	0	0	0	0	0	0	12	0	0	Litlit	13.8	8.7	4.7	non	sombre	lisse	non	0.90	
0	0	0	0	0	0	0	0	0	16	0	1	Gibsp.	8.5	11.5	6.9	non	sombre	lisse	oui	0.92	
0	0	0	0	0	0	0	0	0	16	0	1	Gibsp.	8.2	11.6	6.4	non	sombre	lisse	oui	0.89	
0	0	0	0	0	0	0	0	0	16	0	1	Gibsp.	7.9	11.0	5.9	non	sombre	lisse	non	0.79	
0	0	0	0	0	0	0	0	0	16	0	1	Thalap	12.5	10.5	3.3	non	sombre	lisse	non	1.14	
0	0	0	0	0	0	0	0	0	8	0	2	Thalap	18.8	12.3	3.4	non	sombre	lisse	oui	1.52	
0	0	0	0	0	0	0	0	0	8	0	2	Thalap	20.0	11.6	4.1	non	sombre	lisse	non	1.24	
0	0	0	0	0	0	0	0	0	8	0	2	Gibsp.	8.2	12.3	3.7	non	sombre	lisse	non	0.71	
0	0	0	0	0	0	0	0	0	8	0	2	Gibsp.	9.8	13.4	4.4	non	sombre	lisse	non	1.13	
0	0	0	0	0	0	0	0	0	8	0	2	Gibsp.	7.7	12.4	4.1	non	sombre	lisse	non	0.86	
0	0	0	0	0	0	0	0	0	8	0	2	Gibsp.	8.4	12.7	4.1	non	sombre	lisse	non	0.92	
0	0	0	0	0	0	0	0	0	8	0	2	Gibsp.	7.3	12.4	4.9	non	sombre	lisse	non	0.76	
2	0	0	0	0	0	0	0	0	1	0	2	Gibsp.	7.5	10.5	5.5	non	sombre	lisse	oui	0.64	
2	0	0	0	0	0	0	0	0	1	0	2	Gibsp.	7.2	10.2	4.7	non	sombre	lisse	oui	0.56	
2	0	0	0	0	0	0	0	0	1	0	2	Gibsp.	9.3	10.9	6.0	non	sombre	lisse	oui	0.87	
2	0	0	0	0	0	0	0	0	1	0	2	Litlit	16.2	14.0	6.5	non	sombre	lisse	non	1.72	
2	0	0	0	0	0	0	0	0	1	0	2	Litlit	9.4	8.4	3.5	non	sombre	lisse	non	0.33	
2	0	0	0	0	0	0	0	0	1	0	2	Thalap	13.7	22.5	4.7	non	clair	lisse	non	2.19	
2	0	0	0	0	0	0	0	0	1	0	2	Thalap	10.3	12.1	3.2	non	clair	lisse	non	0.94	
1	0	0	0	0	0	0	0	0	0	0	3	Gibsp.	10.0	12.6	4.4	non	sombre	lisse	non	0.88	
1	0	0	0	0	0	0	0	0	0	0	3	Gibsp.	9.5	12.5	4.3	non	sombre	lisse	non	0.78	
1	0	0	0	0	0	0	0	0	0	0	3	Gibsp.	12.0	11.7	5.8	oui	sombre	lisse	non	1.02	
1	0	0	0	0	0	0	0	0	0	0	3	Gibsp.	10.0	11.4	5.3	non	sombre	lisse	oui	0.82	
1	0	0	0	0	0	0	0	0	0	0	3	Gibsp.	5.0	8.0	3.0	non	sombre	lisse	non	0.17	
1	0	0	0	0	0	0	0	0	0	0	3	Thalap	22.7	14.0	4.0	non	clair	lisse	non	2.82	
1	0	0	0	0	0	0	0	0	0	0	3	Thalap	12.6	10.4	2.4	non	sombre	lisse	non	0.94	
1	0	0	0	0	0	0	0	0	0	0	3	Thalap	19.3	12.7	3.0	non	clair	lisse	non	1.69	
1	0	0	0	0	0	0	0	0	0	0	3	Litobt	7.2	9.3	3.6	non	sombre	lisse	non	0.27	
0	0	0	0	0	0	0	0	0	10	0	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	
1	0	0	0	0	0	0	0	0	5	0	14	Gibsp.	10.9	13.3	4.2	oui	sombre	rugueux	NA	1.18	
1	0	0	0	0	0	0	0	0	5	0	14	Gibsp.	8.7	12.0	3.4	non	sombre	lisse	NA	0.76	
1	0	0	0	0	0	0	0	0	5	0	14	Gibsp.	9.2	12.0	4.2	non	sombre	lisse	NA	0.80	
1	0	0	0	0	0	0	0	0	5	0	14	Gibsp.	10.9	12.4	4.7	non	sombre	lisse	NA	0.96	
1	0	0	0	0	0	0	0	0	5	0	14	Gibsp.	8.0	9.0	4.0	oui	sombre	lisse	non	0.40	
1	0	0	0	0	0	0	0	0	5	0	14	Thalap	21.4	14.9	3.7	non	clair	lisse	oui	2.72	
1	0	0	0	0	0	0	0	0	5	0	14	Thalap	19.5	13.0	3.5	non	sombre	rugueux	non	1.80	
1	0	0	0	0	0	0	0	0	5	0	14	Thalap	21.3	13.0	3.4	non	sombre	lisse	non	2.58	
1	0	0	0	0	0	0	0	0	5	0	14	Thalap	22.5	13.7	3.4	non	sombre	lisse	non	2.68	
1	0	0	0	0	0	0	0	0	5	0	14	Thalap	18.3	11.6	2.8	non	sombre	lisse	non	1.60	
0	0	0	0	0	0	0	0	1	3	0	1	Gibsp.	9.0	13.0	7.20	non	sombre	lisse	oui	1.47	
0	0	0	0	0	0	0	0	1	3	0	1	Gibsp.	8.6	13.0	6.50	non	sombre	lisse	non	0.66	
0	0	0	0	0	0	0	0	1	3	0	1	Gibsp.	5.0	8.6	4.80	non	sombre	lisse	non	1.37	
0	0	0	0	0	0	0	0	1	3	0	1	Gibsp.	5.6	11.1	5.40	non	sombre	lisse	non	0.42	
0	0	0	0	0	0	0	0	1	3	0	1	Thalap	23.3	14.3	3.30	non	clair	lisse	non	2.88	
0	0	0	0	0	0	0	0	1	3	0	1	Oceeri	26.0	9.8	4.1	non	clair	bosses	non	2.43	
0	0	0	0	0	0	0	0	2	22	0	0	Gibsp.	11.0	14.5	6.7	non	sombre	lisse	oui	1.68	
0	0	0	0	0	0	0	0	2	22	0	0	Gibsp.	9.4	14.8	6.5	non	sombre	lisse	oui	1.43	
0	0	0	0	0	0	0	0	2	22	0	0	Gibsp.	9.1	7.8	9.2	non	sombre	lisse	non	1.28	
0	0	0	0	0	0	0	0	2	22	0	0	Gibsp.	9.7	13.8	7.0	non	sombre	lisse	non	1.58	
0	0	0	0	0	0	0	0	2	22	0	0	Gibsp.	5.3	9.1	4.6	non	sombre	lisse	non	0.36	
0	0	0	0	0	0	0	0	2	22	0	0	Oceeri	34.0	11.6	6.4	non	clair	bosses	non	4.50	
0	0	0	0	0	0	0	0	2	22	0	0	Oceeri	28.9	18.0	5.2	non	clair	bosses	non	4.02	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12.2	13.3	5.0	oui	sombre	lisse	non	1.42	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.7	11.0	6.0	oui	sombre	lisse	non	0.90	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	5.0	9.0	3.4	non	clair	lisse	non	0.19	
1	0	0	0	0	0	0	0	1	0	0	0	Thalap	23.8	14.3	5.6	non	sombre	lisse	non	2.86	
1	0	0	0	0	0	0	0	1	0	0	0	Thalap	25.5	15.3	5.5	non	sombre	lisse	oui	4.08	
1	0	0	0	0	0	0	0	1	0	0	0	Thalap	22.5	14.8	5.9	non	sombre	lisse	non	2.37	
1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.6	14.0	4.7	non	sombre	lisse	non	1.23	
1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	7.8	12.7	4.8	non	sombre	lisse	non	0.96	
1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	7.9	11.8	4.0	non	sombre	lisse	non	0.82	
1	0	0	0	0	0	0	0	0	0	0	0	Oceeri	30.0	17.2	5.6	non	sombre	bosse	oui	3.65	
1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.0	15.2	5.9	non	sombre	lisse	non	1.68	
1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.1	13.5	4.8	non	sombre	lisse	non	1.08	
1	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.1	8.5	3.0	non	sombre	lisse	non	0.28	
0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.3	13.6	4.1	non	sombre	lisse	non	1.00	
0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.8	14.9	5.1	non	sombre	lisse	non	1.23	
0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.6	13.8	4.6	non	sombre	lisse	non	1.41	
0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.6	14.0	4.7	non	sombre	lisse	non	1.27	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.7	15.0	5.2	non	sombre	lisse	oui	1.25	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.8	11.7	3.2	non	sombre	lisse	non	0.32	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.4	13.3	4.5	non	sombre	lisse	non	1.23	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.3	15.4	5.0	non	sombre	lisse	non	1.43	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.1	12.8	4.6	non	sombre	lisse	non	0.96	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.6	14.9	5.9	non	sombre	lisse	non	1.18	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.3	13.5	5.1	non	sombre	lisse	non	1.23	
0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.5	9.3	3.0	non	sombre	lisse	non	0.43	
0	0	0	0	0	0	0	0	0	0	0	0	Oceeri	26.5	14.0	5.2	non	clair	bosses	non	2.39	
0	0	0	0	0	0	0	0	0	0	0	0	Oceeri	33.9	18.2	6.2	non	clair	bosses	non	5.76	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	8.5	13.6	5.0	non	sombre	lisse	oui	0.83	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	9.7	15.7	5.4	non	sombre	lisse	oui	1.27	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	8.3	14.5	5.4	non	sombre	lisse	oui	1.27	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	8.2	14.1	5.1	non	sombre	lisse	non	1.28	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	7.6	12.5	4.6	non	sombre	lisse	non	0.93	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	7.8	13.0	4.8	non	sombre	lisse	non	0.90	
0	0	0	0	0	0	0	0	0	0	0	0	Monlin	6.5	11.5	4.2	non	sombre	lisse	non	0.79	
2	0	0	0	0	0	0	0	0	0	0	0	Monlin	7.0	12.8	4.4	non	sombre	lisse	non	0.58	
2	0	0	0	0	0	0	0	0	0	0	0	Monlin	7.4	12.5	4.8	non	sombre	lisse	non	0.61	
2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.1	11.7	4.7	non	sombre	lisse	non	0.79	
2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.2	12.4	4.3	non	sombre	lisse	non	0.80	
2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.1	11.2	4.1	non	sombre	lisse	non	0.62	
2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.1	10.6	3.7	non	sombre	lisse	non	0.55	
2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	4.7	9.4	3.1	non	sombre	lisse	non	0.26	
0	0	0	0	0	0	0	0	0	0	0	0	Litlit	12.9	11.2	4.7	non	sombre	lisse	non	0.66	
0	0	0	0	0	0	0	0	0	0	0	0	Litlit	7.2	9.5	4.3	non	sombre	lisse	non	0.52	
0	0	0	0	0	0	0	0	0	0	0	0	Litlit	9.2	8.3	5.8	non	sombre	lisse	non	0.86	
